iter	F1	Logloss	Accuracy	Precision	Recall
95	0.5	0.5231402092	0.79	0.875	0.35
96	0.4955223881	0.522812347	0.78875	0.8736842105	0.3458333333
97	0.5029585799	0.5220406814	0.79	0.8673469388	0.3541666667
98	0.4910179641	0.5213446238	0.7875	0.8723404255	0.3416666667
99	0.5073746313	0.5204070564	0.79125	0.8686868687	0.3583333333
100	0.5044510386	0.5195426458	0.79125	0.8762886598	0.3541666667
101	0.5147928994	0.5185039499	0.795	0.887755102	0.3625
102	0.5044510386	0.5175739313	0.79125	0.8762886598	0.3541666667
103	0.5058823529	0.5165976821	0.79	0.86	0.3583333333
104	0.5117647059	0.5157241825	0.7925	0.87	0.3625
105	0.5102639296	0.514696724	0.79125	0.8613861386	0.3625
106	0.5102639296	0.5143045908	0.79125	0.8613861386	0.3625
107	0.5087719298	0.5136619516	0.79	0.8529411765	0.3625
108	0.5102639296	0.5134295972	0.79125	0.8613861386	0.3625
109	0.514619883	0.5126753925	0.7925	0.862745098	0.3666666667
110	0.514619883	0.5124043171	0.7925	0.862745098	0.3666666667
111	0.514619883	0.511338712	0.7925	0.862745098	0.3666666667
112	0.514619883	0.5103340653	0.7925	0.862745098	0.3666666667
113	0.514619883	0.5102304202	0.7925	0.862745098	0.3666666667
114	0.514619883	0.5092241167	0.7925	0.862745098	0.3666666667
115	0.5072886297	0.5084207903	0.78875	0.8446601942	0.3625
116	0.5072886297	0.5073826834	0.78875	0.8446601942	0.3625
117	0.5131195335	0.5066601699	0.79125	0.854368932	0.3666666667
118	0.515942029	0.5057420868	0.79125	0.8476190476	0.3708333333
119	0.515942029	0.5051385108	0.79125	0.8476190476	0.3708333333
120	0.5174418605	0.5042168497	0.7925	0.8557692308	0.3708333333
121	0.5202312139	0.5031442459	0.7925	0.8490566038	0.375
122	0.5202312139	0.5030630626	0.7925	0.8490566038	0.375
123	0.5144508671	0.5024053622	0.79	0.8396226415	0.3708333333
124	0.5187319885	0.501598813	0.79125	0.8411214953	0.375
125	0.5187319885	0.5008169553	0.79125	0.8411214953	0.375
126	0.5229885057	0.5000361695	0.7925	0.8425925926	0.3791666667
127	0.5187319885	0.4995002084	0.79125	0.8411214953	0.375
128	0.5202312139	0.4989206647	0.7925	0.8490566038	0.375
129	0.5187319885	0.4984475036	0.79125	0.8411214953	0.375
130	0.5202312139	0.4977841154	0.7925	0.8490566038	0.375
131	0.5229885057	0.4971266191	0.7925	0.8425925926	0.3791666667
132	0.5257142857	0.496205747	0.7925	0.8363636364	0.3833333333
133	0.5272206304	0.4955803756	0.79375	0.8440366972	0.3833333333
134	0.5284090909	0.4946993824	0.7925	0.8303571429	0.3875
135	0.5257142857	0.4937692886	0.7925	0.8363636364	0.3833333333
136	0.5269121813	0.4929391064	0.79125	0.8230088496	0.3875
137	0.5257142857	0.4923606727	0.7925	0.8363636364	0.3833333333
138	0.5214899713	0.491685213	0.79125	0.8348623853	0.3791666667
139	0.5227272727	0.4910412226	0.79	0.8214285714	0.3833333333
140	0.5227272727	0.4904834786	0.79	0.8214285714	0.3833333333
141	0.5242165242	0.4896373982	0.79125	0.8288288288	0.3833333333
142	0.5242165242	0.4890995608	0.79125	0.8288288288	0.3833333333
143	0.5242165242	0.4888677783	0.79125	0.8288288288	0.3833333333
144	0.5257142857	0.4880882316	0.7925	0.8363636364	0.3833333333
145	0.5340909091	0.487545952	0.795	0.8392857143	0.3916666667
146	0.5340909091	0.4871334315	0.795	0.8392857143	0.3916666667
147	0.5340909091	0.4867317208	0.795	0.8392857143	0.3916666667
148	0.5299145299	0.4865981898	0.79375	0.8378378378	0.3875
149	0.5340909091	0.4857683722	0.795	0.8392857143	0.3916666667
150	0.5356125356	0.4855829328	0.79625	0.8468468468	0.3916666667
151	0.5356125356	0.4848856702	0.79625	0.8468468468	0.3916666667
152	0.5340909091	0.4842676691	0.795	0.8392857143	0.3916666667
153	0.5382436261	0.4835429126	0.79625	0.8407079646	0.3958333333
154	0.5340909091	0.4823917333	0.795	0.8392857143	0.3916666667
155	0.5382436261	0.4816314418	0.79625	0.8407079646	0.3958333333
156	0.5382436261	0.4808868288	0.79625	0.8407079646	0.3958333333
157	0.5382436261	0.4800199487	0.79625	0.8407079646	0.3958333333
158	0.5367231638	0.4793552519	0.795	0.8333333333	0.3958333333
159	0.5382436261	0.4785145525	0.79625	0.8407079646	0.3958333333
160	0.5408450704	0.4779584848	0.79625	0.8347826087	0.4
161	0.5423728814	0.4779208058	0.7975	0.8421052632	0.4
162	0.5423728814	0.4773464635	0.7975	0.8421052632	0.4
163	0.5367231638	0.4763973754	0.795	0.8333333333	0.3958333333
164	0.5423728814	0.4758840155	0.7975	0.8421052632	0.4
165	0.5367231638	0.4754004813	0.795	0.8333333333	0.3958333333
166	0.5408450704	0.4746785106	0.79625	0.8347826087	0.4
167	0.5423728814	0.4737337469	0.7975	0.8421052632	0.4
168	0.5464788732	0.4729108624	0.79875	0.8434782609	0.4041666667
169	0.5423728814	0.4724339792	0.7975	0.8421052632	0.4
170	0.5423728814	0.4717265046	0.7975	0.8421052632	0.4
171	0.5423728814	0.471278435	0.7975	0.8421052632	0.4
172	0.5449438202	0.4707090278	0.7975	0.8362068966	0.4041666667
173	0.5530726257	0.4704266132	0.8	0.8389830508	0.4125
174	0.5530726257	0.4700929477	0.8	0.8389830508	0.4125
175	0.5530726257	0.469531266	0.8	0.8389830508	0.4125
176	0.5530726257	0.4692533914	0.8	0.8389830508	0.4125
177	0.5490196078	0.4689430752	0.79875	0.8376068376	0.4083333333
178	0.5530726257	0.468493865	0.8	0.8389830508	0.4125
179	0.5490196078	0.4680653908	0.79875	0.8376068376	0.4083333333
180	0.5490196078	0.4674997618	0.79875	0.8376068376	0.4083333333
181	0.5490196078	0.4667995371	0.79875	0.8376068376	0.4083333333
182	0.5490196078	0.4666061324	0.79875	0.8376068376	0.4083333333
183	0.5530726257	0.4661779172	0.8	0.8389830508	0.4125
184	0.5530726257	0.4656026143	0.8	0.8389830508	0.4125
185	0.5571030641	0.4648447158	0.80125	0.8403361345	0.4166666667
186	0.5571030641	0.4644627827	0.80125	0.8403361345	0.4166666667
187	0.5611111111	0.4639943381	0.8025	0.8416666667	0.4208333333
188	0.5611111111	0.4633089034	0.8025	0.8416666667	0.4208333333
189	0.5611111111	0.4627881123	0.8025	0.8416666667	0.4208333333
190	0.5650969529	0.4624312479	0.80375	0.8429752066	0.425
191	0.5611111111	0.4617663648	0.8025	0.8416666667	0.4208333333
192	0.5611111111	0.4614513767	0.8025	0.8416666667	0.4208333333
193	0.5611111111	0.4610627385	0.8025	0.8416666667	0.4208333333
194	0.5611111111	0.4604413107	0.8025	0.8416666667	0.4208333333
195	0.5690607735	0.4599140922	0.805	0.8442622951	0.4291666667
196	0.5650969529	0.4597522967	0.80375	0.8429752066	0.425
197	0.5690607735	0.4592177552	0.805	0.8442622951	0.4291666667
198	0.5690607735	0.4586375513	0.805	0.8442622951	0.4291666667
199	0.5611111111	0.4584742862	0.8025	0.8416666667	0.4208333333
200	0.5666666667	0.4580345563	0.805	0.85	0.425
201	0.5650969529	0.4578556049	0.80375	0.8429752066	0.425
202	0.5769230769	0.4574982809	0.8075	0.8467741935	0.4375
203	0.5769230769	0.4573291006	0.8075	0.8467741935	0.4375
204	0.5785123967	0.4569321092	0.80875	0.8536585366	0.4375
205	0.5785123967	0.4559813182	0.80875	0.8536585366	0.4375
206	0.5785123967	0.4555035299	0.80875	0.8536585366	0.4375
207	0.5824175824	0.4551318791	0.81	0.8548387097	0.4416666667
208	0.5801104972	0.4547322065	0.81	0.8606557377	0.4375
209	0.5840220386	0.4544047573	0.81125	0.8617886179	0.4416666667
210	0.5879120879	0.4535432612	0.8125	0.8629032258	0.4458333333
211	0.5840220386	0.453234004	0.81125	0.8617886179	0.4416666667
212	0.5879120879	0.452649661	0.8125	0.8629032258	0.4458333333
213	0.5879120879	0.4522737189	0.8125	0.8629032258	0.4458333333
214	0.5879120879	0.4516578697	0.8125	0.8629032258	0.4458333333
215	0.5879120879	0.4515997227	0.8125	0.8629032258	0.4458333333
216	0.5895316804	0.4508948563	0.81375	0.8699186992	0.4458333333
217	0.5895316804	0.4504614788	0.81375	0.8699186992	0.4458333333
218	0.5934065934	0.4500418494	0.815	0.8709677419	0.45
219	0.5917808219	0.4495044075	0.81375	0.864	0.45
220	0.5956284153	0.4492640638	0.815	0.8650793651	0.4541666667
221	0.5956284153	0.4488186934	0.815	0.8650793651	0.4541666667
222	0.5956284153	0.4484111931	0.815	0.8650793651	0.4541666667
223	0.5956284153	0.4480989163	0.815	0.8650793651	0.4541666667
224	0.5956284153	0.447914125	0.815	0.8650793651	0.4541666667
225	0.5956284153	0.4473976265	0.815	0.8650793651	0.4541666667
226	0.5917808219	0.4468791405	0.81375	0.864	0.45
227	0.5956284153	0.4468348897	0.815	0.8650793651	0.4541666667
228	0.5917808219	0.4465115899	0.81375	0.864	0.45
229	0.5956284153	0.4459513544	0.815	0.8650793651	0.4541666667
230	0.5956284153	0.4456667213	0.815	0.8650793651	0.4541666667
231	0.5956284153	0.4455585081	0.815	0.8650793651	0.4541666667
232	0.5956284153	0.4453825807	0.815	0.8650793651	0.4541666667
233	0.5956284153	0.4450078429	0.815	0.8650793651	0.4541666667
234	0.5956284153	0.4447276744	0.815	0.8650793651	0.4541666667
235	0.5956284153	0.4445894712	0.815	0.8650793651	0.4541666667
236	0.5956284153	0.4443636528	0.815	0.8650793651	0.4541666667
237	0.5956284153	0.4443323886	0.815	0.8650793651	0.4541666667
238	0.5956284153	0.4439508582	0.815	0.8650793651	0.4541666667
239	0.5956284153	0.4435421703	0.815	0.8650793651	0.4541666667
240	0.5994550409	0.4431771946	0.81625	0.8661417323	0.4583333333
241	0.6032608696	0.4427959642	0.8175	0.8671875	0.4625
242	0.6032608696	0.4426029132	0.8175	0.8671875	0.4625
243	0.5994550409	0.4422649587	0.81625	0.8661417323	0.4583333333
244	0.5994550409	0.4420735953	0.81625	0.8661417323	0.4583333333
245	0.5994550409	0.4420237737	0.81625	0.8661417323	0.4583333333
246	0.5994550409	0.441811499	0.81625	0.8661417323	0.4583333333
247	0.5994550409	0.4412938732	0.81625	0.8661417323	0.4583333333
248	0.5994550409	0.4408514772	0.81625	0.8661417323	0.4583333333
249	0.6070460705	0.4402096981	0.81875	0.8682170543	0.4666666667
250	0.6054054054	0.4398288485	0.8175	0.8615384615	0.4666666667
251	0.6070460705	0.4394035972	0.81875	0.8682170543	0.4666666667
252	0.6070460705	0.439059219	0.81875	0.8682170543	0.4666666667
253	0.6070460705	0.4386642001	0.81875	0.8682170543	0.4666666667
254	0.6070460705	0.4383955002	0.81875	0.8682170543	0.4666666667
255	0.6070460705	0.4379961643	0.81875	0.8682170543	0.4666666667
256	0.6145552561	0.4374506964	0.82125	0.8702290076	0.475
257	0.6145552561	0.4368583378	0.82125	0.8702290076	0.475
258	0.6091644205	0.4361768054	0.81875	0.8625954198	0.4708333333
259	0.6091644205	0.4360282543	0.81875	0.8625954198	0.4708333333
260	0.6091644205	0.4358768783	0.81875	0.8625954198	0.4708333333
261	0.6145552561	0.435648079	0.82125	0.8702290076	0.475
262	0.6145552561	0.4353312065	0.82125	0.8702290076	0.475
263	0.6182795699	0.4347765595	0.8225	0.8712121212	0.4791666667
264	0.6182795699	0.4345137555	0.8225	0.8712121212	0.4791666667
265	0.6182795699	0.4338768566	0.8225	0.8712121212	0.4791666667
266	0.6182795699	0.4336143729	0.8225	0.8712121212	0.4791666667
267	0.6182795699	0.4333425594	0.8225	0.8712121212	0.4791666667
268	0.6182795699	0.4330185085	0.8225	0.8712121212	0.4791666667
269	0.6182795699	0.4327309394	0.8225	0.8712121212	0.4791666667
270	0.6182795699	0.4323856269	0.8225	0.8712121212	0.4791666667
271	0.6182795699	0.431911987	0.8225	0.8712121212	0.4791666667
272	0.6182795699	0.4316993301	0.8225	0.8712121212	0.4791666667
273	0.6182795699	0.4312687897	0.8225	0.8712121212	0.4791666667
274	0.6182795699	0.4310066696	0.8225	0.8712121212	0.4791666667
275	0.6182795699	0.4306163647	0.8225	0.8712121212	0.4791666667
276	0.6182795699	0.4301627759	0.8225	0.8712121212	0.4791666667
277	0.6199460916	0.4299346064	0.82375	0.8778625954	0.4791666667
278	0.623655914	0.4295905725	0.825	0.8787878788	0.4833333333
279	0.623655914	0.4292391716	0.825	0.8787878788	0.4833333333
280	0.623655914	0.4290282122	0.825	0.8787878788	0.4833333333
281	0.623655914	0.428621194	0.825	0.8787878788	0.4833333333
282	0.623655914	0.4282021241	0.825	0.8787878788	0.4833333333
283	0.623655914	0.427847722	0.825	0.8787878788	0.4833333333
284	0.623655914	0.4273651304	0.825	0.8787878788	0.4833333333
285	0.623655914	0.427343431	0.825	0.8787878788	0.4833333333
286	0.623655914	0.4266591096	0.825	0.8787878788	0.4833333333
287	0.623655914	0.4263762599	0.825	0.8787878788	0.4833333333
288	0.623655914	0.4258456615	0.825	0.8787878788	0.4833333333
289	0.623655914	0.4255227805	0.825	0.8787878788	0.4833333333
290	0.623655914	0.4250916432	0.825	0.8787878788	0.4833333333
291	0.623655914	0.4246722992	0.825	0.8787878788	0.4833333333
292	0.623655914	0.4244091738	0.825	0.8787878788	0.4833333333
293	0.623655914	0.4242231947	0.825	0.8787878788	0.4833333333
294	0.6273458445	0.4237995494	0.82625	0.8796992481	0.4875
295	0.6310160428	0.423444541	0.8275	0.8805970149	0.4916666667
296	0.6273458445	0.4231417911	0.82625	0.8796992481	0.4875
297	0.6310160428	0.4230858696	0.8275	0.8805970149	0.4916666667
298	0.6346666667	0.4228928089	0.82875	0.8814814815	0.4958333333
299	0.6346666667	0.4226922326	0.82875	0.8814814815	0.4958333333
300	0.6310160428	0.4223639012	0.8275	0.8805970149	0.4916666667
301	0.6310160428	0.4221168918	0.8275	0.8805970149	0.4916666667
302	0.6382978723	0.4214797841	0.83	0.8823529412	0.5
303	0.6382978723	0.4210980236	0.83	0.8823529412	0.5
304	0.6346666667	0.4207099036	0.82875	0.8814814815	0.4958333333
305	0.6382978723	0.4203416358	0.83	0.8823529412	0.5
306	0.6382978723	0.4202134712	0.83	0.8823529412	0.5
307	0.6346666667	0.4197641639	0.82875	0.8814814815	0.4958333333
308	0.6346666667	0.4193997737	0.82875	0.8814814815	0.4958333333
309	0.6346666667	0.4192062053	0.82875	0.8814814815	0.4958333333
310	0.6382978723	0.4187485185	0.83	0.8823529412	0.5
311	0.6382978723	0.4183525022	0.83	0.8823529412	0.5
312	0.6419098143	0.4180353583	0.83125	0.8832116788	0.5041666667
313	0.6419098143	0.417623142	0.83125	0.8832116788	0.5041666667
314	0.6419098143	0.4174936112	0.83125	0.8832116788	0.5041666667
315	0.6419098143	0.4170748393	0.83125	0.8832116788	0.5041666667
316	0.6419098143	0.4166385393	0.83125	0.8832116788	0.5041666667
317	0.6419098143	0.4164690704	0.83125	0.8832116788	0.5041666667
318	0.6419098143	0.4161455969	0.83125	0.8832116788	0.5041666667
319	0.6419098143	0.4156968389	0.83125	0.8832116788	0.5041666667
320	0.6419098143	0.4155732461	0.83125	0.8832116788	0.5041666667
321	0.6419098143	0.4155400795	0.83125	0.8832116788	0.5041666667
322	0.6455026455	0.4151297971	0.8325	0.884057971	0.5083333333
323	0.6437994723	0.4148674547	0.83125	0.8776978417	0.5083333333
324	0.6437994723	0.4146738632	0.83125	0.8776978417	0.5083333333
325	0.6437994723	0.4145455305	0.83125	0.8776978417	0.5083333333
326	0.6437994723	0.4143008401	0.83125	0.8776978417	0.5083333333
327	0.6473684211	0.4141892705	0.8325	0.8785714286	0.5125
328	0.6473684211	0.413892951	0.8325	0.8785714286	0.5125
329	0.6473684211	0.4134976662	0.8325	0.8785714286	0.5125
330	0.6473684211	0.4133990488	0.8325	0.8785714286	0.5125
331	0.6473684211	0.4130147298	0.8325	0.8785714286	0.5125
332	0.6473684211	0.4127295385	0.8325	0.8785714286	0.5125
333	0.6490765172	0.412582239	0.83375	0.8848920863	0.5125
334	0.6473684211	0.4124927671	0.8325	0.8785714286	0.5125
335	0.6473684211	0.4121961727	0.8325	0.8785714286	0.5125
336	0.6473684211	0.4119780846	0.8325	0.8785714286	0.5125
337	0.6526315789	0.4116259939	0.835	0.8857142857	0.5166666667
338	0.6526315789	0.4114302219	0.835	0.8857142857	0.5166666667
339	0.6526315789	0.4112309445	0.835	0.8857142857	0.5166666667
340	0.6526315789	0.4109607381	0.835	0.8857142857	0.5166666667
341	0.6526315789	0.4107513808	0.835	0.8857142857	0.5166666667
342	0.6490765172	0.4105579415	0.83375	0.8848920863	0.5125
343	0.6490765172	0.4103792115	0.83375	0.8848920863	0.5125
344	0.6490765172	0.4100935238	0.83375	0.8848920863	0.5125
345	0.6526315789	0.4098067025	0.835	0.8857142857	0.5166666667
346	0.654353562	0.4093938721	0.83625	0.8920863309	0.5166666667
347	0.6507936508	0.4092641415	0.835	0.8913043478	0.5125
348	0.654353562	0.4088111256	0.83625	0.8920863309	0.5166666667
349	0.654353562	0.4083973009	0.83625	0.8920863309	0.5166666667
350	0.654353562	0.4081958304	0.83625	0.8920863309	0.5166666667
351	0.654353562	0.4081823864	0.83625	0.8920863309	0.5166666667
352	0.654353562	0.4080914638	0.83625	0.8920863309	0.5166666667
353	0.6578947368	0.4077427523	0.8375	0.8928571429	0.5208333333
354	0.6578947368	0.4074281834	0.8375	0.8928571429	0.5208333333
355	0.656167979	0.4072055794	0.83625	0.8865248227	0.5208333333
356	0.656167979	0.4072055759	0.83625	0.8865248227	0.5208333333
357	0.656167979	0.4070628267	0.83625	0.8865248227	0.5208333333
358	0.6578947368	0.4067714473	0.8375	0.8928571429	0.5208333333
359	0.6578947368	0.4065624905	0.8375	0.8928571429	0.5208333333
360	0.6578947368	0.4061727775	0.8375	0.8928571429	0.5208333333
361	0.6578947368	0.4058623145	0.8375	0.8928571429	0.5208333333
362	0.654353562	0.405832243	0.83625	0.8920863309	0.5166666667
363	0.6526315789	0.4057593259	0.835	0.8857142857	0.5166666667
364	0.656167979	0.4053943717	0.83625	0.8865248227	0.5208333333
365	0.6544502618	0.4052607016	0.835	0.8802816901	0.5208333333
366	0.656167979	0.4047971261	0.83625	0.8865248227	0.5208333333
367	0.656167979	0.4046063583	0.83625	0.8865248227	0.5208333333
368	0.656167979	0.4044503986	0.83625	0.8865248227	0.5208333333
369	0.6596858639	0.4042475797	0.8375	0.8873239437	0.525
370	0.6596858639	0.4041516018	0.8375	0.8873239437	0.525
371	0.6596858639	0.4041321856	0.8375	0.8873239437	0.525
372	0.6578947368	0.4038860699	0.8375	0.8928571429	0.5208333333
373	0.6614173228	0.4036104177	0.83875	0.8936170213	0.525
374	0.6614173228	0.4034751414	0.83875	0.8936170213	0.525
375	0.6596858639	0.4033337719	0.8375	0.8873239437	0.525
376	0.6684073107	0.4028722751	0.84125	0.8951048951	0.5333333333
377	0.6666666667	0.4026764677	0.84	0.8888888889	0.5333333333
378	0.6666666667	0.4024305518	0.84	0.8888888889	0.5333333333
379	0.6666666667	0.4024128776	0.84	0.8888888889	0.5333333333
380	0.6666666667	0.4022861679	0.84	0.8888888889	0.5333333333
381	0.6684073107	0.4022123888	0.84125	0.8951048951	0.5333333333
382	0.6666666667	0.4020173407	0.84	0.8888888889	0.5333333333
383	0.6701298701	0.4016652354	0.84125	0.8896551724	0.5375
384	0.6735751295	0.4012976656	0.8425	0.8904109589	0.5416666667
385	0.6735751295	0.4011391216	0.8425	0.8904109589	0.5416666667
386	0.6735751295	0.4009366201	0.8425	0.8904109589	0.5416666667
387	0.6735751295	0.4009022419	0.8425	0.8904109589	0.5416666667
388	0.6735751295	0.4005513793	0.8425	0.8904109589	0.5416666667
389	0.6735751295	0.4004507653	0.8425	0.8904109589	0.5416666667
390	0.6718346253	0.4000704469	0.84125	0.8843537415	0.5416666667
391	0.6735751295	0.3998618325	0.8425	0.8904109589	0.5416666667
392	0.6735751295	0.3996922396	0.8425	0.8904109589	0.5416666667
393	0.675257732	0.3993201802	0.8425	0.8851351351	0.5458333333
394	0.675257732	0.3991873939	0.8425	0.8851351351	0.5458333333
395	0.677002584	0.3989386769	0.84375	0.8911564626	0.5458333333
396	0.675257732	0.3988209682	0.8425	0.8851351351	0.5458333333
397	0.675257732	0.3986192695	0.8425	0.8851351351	0.5458333333
398	0.675257732	0.3984425048	0.8425	0.8851351351	0.5458333333
399	0.675257732	0.3980371368	0.8425	0.8851351351	0.5458333333
400	0.6735218509	0.3978103718	0.84125	0.8791946309	0.5458333333
401	0.6735218509	0.3975013603	0.84125	0.8791946309	0.5458333333
402	0.6786632391	0.3971060014	0.84375	0.8859060403	0.55
403	0.6786632391	0.3969422381	0.84375	0.8859060403	0.55
404	0.6786632391	0.3968101956	0.84375	0.8859060403	0.55
405	0.6769230769	0.3966941912	0.8425	0.88	0.55
406	0.6786632391	0.3966805698	0.84375	0.8859060403	0.55
407	0.6786632391	0.3963441937	0.84375	0.8859060403	0.55
408	0.6786632391	0.3963368615	0.84375	0.8859060403	0.55
409	0.6786632391	0.3960639558	0.84375	0.8859060403	0.55
410	0.6820512821	0.3958380884	0.845	0.8866666667	0.5541666667
411	0.6820512821	0.3956233946	0.845	0.8866666667	0.5541666667
412	0.6820512821	0.3954852085	0.845	0.8866666667	0.5541666667
413	0.6820512821	0.3953884884	0.845	0.8866666667	0.5541666667
